Suburb,BuildingArea,Latitude,Longitude
Templestowe Lower,174.0,-37.7698,145.1028
Surrey Hills,180.0,-37.8148,145.0965
Glen Iris,266.0,-37.8581,145.078
Sunshine West,100.0,-37.79135,144.79948
Braybrook,144.0,-37.7827,144.8625
Strathmore,160.0,-37.7337,144.9184
Albion,156.0,-37.7825,144.8221
Malvern East,178.0,-37.8806,145.0831
Glenroy,91.0,-37.7117,144.9135
Glenroy,271.0,-37.709,144.9373
Donvale,169.0,-37.77425,145.18109
Ormond,134.0,-37.90491,145.04568
Ferntree Gully,104.0,-37.87093,145.29266
Travancore,153.0,-37.7813,144.9371
Flemington,59.0,-37.7825,144.9239
Kensington,140.0,-37.7893,144.9274
Coburg,69.0,-37.7506,144.9694
Greensborough,117.0,-37.71643,145.09929
Richmond,156.0,-37.81852,144.99008
Fitzroy North,132.0,-37.7836,144.985
Westmeadows,129.0,-37.67978,144.87342
Scoresby,166.0,-37.88919,145.2165
Craigieburn,232.0,-37.59288,144.89706
Moonee Ponds,42.2,-37.76911,144.92472
Ormond,158.0,-37.9032,145.049
Watsonia,98.0,-37.7112,145.0861
Fitzroy,200.0,-37.79714,144.97596
Ringwood East,112.0,-37.80103,145.25368
Brunswick East,49.0,-37.77883,144.9776
Maribyrnong,124.0,-37.769,144.8935
Wantirna South,279.0,-37.87004,145.22082
West Footscray,160.0,-37.79175,144.87185
South Yarra,175.0,-37.84305,144.98701
Northcote,138.0,-37.7763,144.9967
Ascot Vale,174.0,-37.7777,144.9221
Glen Iris,158.0,-37.86578,145.06886
West Footscray,111.0,-37.79638,144.87911
Coburg,112.0,-37.7408,144.9558
Caulfield,155.0,-37.8864,145.0242
Rowville,220.0,-37.9302,145.24241
Hawthorn,85.0,-37.8157,145.0273
Fitzroy,105.0,-37.8006,144.9814
Brighton,165.0,-37.9095,145.004
Hampton East,113.0,-37.94313,145.03501
Newport,233.0,-37.8456,144.8741
Aberfeldie,204.0,-37.7614,144.8925
Moorabbin,104.0,-37.9426,145.0568
Glenroy,120.0,-37.7,144.9427
Coburg,130.0,-37.7561,144.9718
Delahey,105.9,-37.719,144.76699
Box Hill,95.0,-37.8264,145.1248
Rowville,150.0,-37.93609,145.24614
Heathmont,199.0,-37.83628,145.24784
Preston,123.0,-37.7438,144.9971
Dandenong North,217.0,-37.94691,145.20255
Mount Waverley,148.47,-37.8958,145.11969
Prahran,78.0,-37.85059,144.99188
Croydon,170.0,-37.79636,145.29351
Coburg,108.0,-37.7516,144.9593
Bayswater,76.0,-37.83777,145.26345
Heidelberg,171.0,-37.7524,145.06
Altona North,161.0,-37.83015,144.85064
Burwood,182.0,-37.8552,145.1292
Heidelberg,140.0,-37.74352,145.08082
Pascoe Vale,100.0,-37.7242,144.9411
Coburg,104.0,-37.74701,144.96369
Watsonia,163.0,-37.7153,145.0854
Malvern East,42.0,-37.8764,145.0463
Camberwell,150.0,-37.8411,145.062
Fawkner,79.0,-37.7118,144.9689
Maribyrnong,115.0,-37.7746,144.8798
Essendon,52.0,-37.7547,144.9107
Footscray,169.0,,
Prahran,102.0,-37.85931,145.00616
Brighton,195.0,-37.8869,144.9982
Kensington,76.0,-37.7902,144.9319
Brighton,40.0,-37.9181,144.993
Williamstown,136.0,-37.85324,144.89958
Maribyrnong,215.0,-37.7847,144.8962
Glenroy,96.0,-37.7025,144.9504
Brunswick East,96.0,-37.77523,144.97479
Richmond,106.0,-37.8162,145.006
Richmond,81.0,-37.8166,144.9945
Carnegie,193.0,-37.89877,145.05132
Kingsville,89.0,-37.8083,144.8841
Doncaster East,117.0,-37.7952,145.1684
Heidelberg Heights,125.0,-37.7449,145.0523
Fitzroy,152.0,-37.7999,144.9759
St Kilda,78.0,-37.8562,144.9844
Windsor,83.0,-37.8559,144.999
South Morang,187.0,-37.63534,145.09081
Viewbank,236.0,-37.73544,145.0921
Essendon North,134.0,-37.7364,144.8977
Pascoe Vale,150.0,-37.71725,144.94551
Bulleen,130.0,-37.77592,145.09714
Heidelberg Heights,134.0,-37.7358,145.0546
West Footscray,179.0,-37.7903,144.8639
West Footscray,82.0,-37.8079,144.8684
South Melbourne,76.0,-37.8369,144.968
Coburg North,115.0,-37.7283,144.969
Montmorency,157.0,-37.72394,145.12456
Abbotsford,38.0,-37.80206,145.00015
Camberwell,225.0,-37.841,145.0824
Thornbury,104.0,-37.75762,145.01134
Essendon,143.0,-37.7503,144.911
Hadfield,114.0,-37.70947,144.94664
Ormond,105.0,-37.9024,145.0539
Williamstown North,126.0,-37.8546,144.8762
Croydon,139.0,-37.80244,145.29711
Camberwell,72.0,-37.84197,145.09374
Oakleigh South,120.0,-37.9348,145.0836
Elsternwick,200.0,-37.8855,145.001
Southbank,84.0,-37.8246,144.9632
Essendon,138.0,-37.7546,144.9042
Jacana,90.0,-37.687,144.9084
Malvern East,99.0,-37.8718,145.0526
Roxburgh Park,202.0,-37.63499,144.93409
West Melbourne,89.0,-37.8094,144.9479
South Yarra,43.0,-37.83678,145.00137
Essendon West,192.0,-37.7577,144.8892
Northcote,112.0,-37.76588,144.99731
Ascot Vale,102.0,-37.7731,144.9206
Middle Park,169.0,-37.84812,144.9624
Glenroy,82.0,-37.7045,144.9204
Hadfield,158.0,-37.70542,144.95127
Surrey Hills,76.0,-37.8356,145.1029
Camberwell,189.0,-37.8365,145.0802
Malvern East,57.0,-37.8804,145.0501
Rosanna,96.0,-37.7458,145.0609
Burnley,164.0,-37.82921,145.00826
Essendon,122.0,-37.7545,144.91194
Bentleigh East,122.0,-37.9149,145.0788
Dallas,92.0,-37.67454,144.93339
Werribee,177.0,-37.87348,144.6637
Greenvale,121.0,-37.61354,144.88646
St Kilda,64.0,-37.86305,144.9911
Glen Iris,107.0,-37.8471,145.051
Preston,112.0,-37.7443,145.01791
Moorabbin,128.0,-37.93709,145.05393
Brunswick,114.0,-37.7661,144.9614
Glenroy,208.0,-37.6994,144.9428
Seddon,91.0,-37.80697,144.8928
Dingley Village,210.0,-37.96853,145.12948
Brighton East,239.0,-37.92824,145.00922
Moonee Ponds,55.0,-37.77149,144.91552
Viewbank,177.0,-37.7314,145.0941
Essendon,63.0,-37.75557,144.91246
Preston,96.0,-37.7508,145.0209
Ferntree Gully,195.0,-37.89446,145.27802
Surrey Hills,186.0,-37.8327,145.0976
Brighton,109.0,-37.9163,144.9901
Kensington,73.0,-37.7912,144.9318
Balwyn North,181.0,-37.80259,145.09878
Bentleigh East,252.0,-37.91372,145.07488
Oak Park,138.0,-37.7182,144.9244
Croydon,111.0,-37.79385,145.25667
Epping,130.0,-37.63169,145.03135
Heidelberg West,196.0,-37.738,145.0374
Preston,217.0,-37.73472,144.99658
Essendon,89.0,-37.7553,144.9302
Surrey Hills,230.0,-37.8325,145.1114
Balwyn North,300.0,-37.78952,145.08367
Williamstown,194.0,-37.8573,144.8911
Rosanna,125.0,-37.7345,145.0753
Malvern East,240.0,-37.88247,145.06621
Brunswick East,125.0,-37.7682,144.9835
Bulleen,214.0,-37.7657,145.0957
Surrey Hills,128.0,-37.8204,145.0887
Oakleigh,138.0,-37.8964,145.0977
Camberwell,77.0,-37.8255,145.0592
Bentleigh East,151.0,-37.9129,145.0598
Fawkner,101.0,-37.7075,144.9678
Hawthorn,93.0,-37.8184,145.0163
Glenroy,92.0,-37.69913,144.92563
Caulfield North,237.0,-37.8694,145.0296
Murrumbeena,110.0,-37.8947,145.0722
Bayswater,155.0,-37.8543,145.25253
Brunswick,111.0,-37.7611,144.9622
Armadale,107.0,-37.8564,145.0228
Bentleigh East,200.0,-37.9272,145.0801
Aberfeldie,39.0,-37.7561,144.9028
Keilor East,200.0,-37.7402,144.8591
Malvern East,133.0,-37.87874,145.08838
Hawthorn,53.0,-37.82538,145.02546
Toorak,35.0,-37.8464,145.0074
Sunshine North,143.0,-37.77864,144.84572
Northcote,100.0,-37.7627,144.9898
Canterbury,197.0,-37.826,145.0729
South Melbourne,150.0,-37.8389,144.9612
Alphington,184.0,-37.77227,145.0284
South Kingsville,100.0,-37.8317,144.8713
Craigieburn,201.0,-37.57239,144.92714
Thomastown,152.0,-37.68403,144.99246
Richmond,95.0,-37.822,145.0041
Cremorne,75.0,-37.83011,144.99044
Elsternwick,270.0,-37.8891,145.0102
Fitzroy North,125.0,-37.78714,144.97966
Braybrook,93.0,-37.78311,144.85331
Bundoora,0.0,-37.70765,145.05556
Craigieburn,132.0,-37.59604,144.94022
Doncaster,221.0,-37.76941,145.13325
Caulfield North,43.0,-37.8678,145.0197
Sunshine,159.0,-37.7863,144.8401
Cairnlea,170.0,-37.76048,144.78847
Caulfield North,93.0,-37.86827,145.02113
Heidelberg West,81.0,-37.7341,145.0434
Richmond,69.0,-37.8173,144.9965
St Kilda,54.0,-37.857,144.9867
Hoppers Crossing,158.0,-37.85402,144.67333
Kensington,67.0,-37.7913,144.9323
Chadstone,94.0,-37.8738,145.1054
Fawkner,120.0,-37.6931,144.9596
Roxburgh Park,198.0,-37.61958,144.92492
Coburg,124.0,-37.7561,144.9716
Maribyrnong,155.0,-37.78352,144.88981
Ringwood,195.0,-37.81795,145.22852
South Yarra,235.0,-37.84188,144.99979
Bentleigh,245.0,-37.9317,145.0469
Templestowe Lower,120.0,-37.7709,145.1104
Bellfield,93.0,-37.7504,145.0335
Nunawading,170.0,-37.82895,145.17678
Glen Iris,38.0,-37.8576,145.0452
Doncaster,100.0,-37.7848,145.1029
Templestowe Lower,155.0,-37.76,145.1054
Keilor East,126.0,-37.7425,144.8683
Rosanna,205.0,-37.7299,145.0656
South Melbourne,42.0,-37.8344,144.9581
Murrumbeena,89.0,-37.8955,145.073
Greensborough,160.0,-37.71364,145.10738
South Morang,178.0,-37.63132,145.06562
Springvale,94.0,-37.95277,145.14194
North Melbourne,45.0,-37.7955,144.9492
Melbourne,86.0,-37.81267,144.96273
Williamstown,127.0,-37.8621,144.88598
Glenroy,93.0,-37.69879,144.93354
Keilor East,133.0,-37.7459,144.8643
Tullamarine,158.0,-37.70695,144.88514
Wantirna,152.0,-37.85474,145.24076
Richmond,92.0,-37.8219,145.0096
Port Melbourne,169.0,-37.8353,144.9442
Williamstown,93.0,-37.8513,144.8961
Keilor,225.0,-37.72465,144.8359
Craigieburn,121.0,-37.60671,144.94137
Yarraville,119.0,-37.8137,144.8636
Camberwell,158.0,-37.84143,145.08705
Point Cook,178.0,-37.90585,144.74921
Oak Park,91.0,-37.7204,144.9131
Mount Waverley,133.0,-37.86198,145.139
Carlton,106.0,-37.7983,144.9655
Glenroy,116.0,-37.69836,144.93891
Caroline Springs,185.0,-37.73998,144.72995
Ivanhoe,145.0,-37.75822,145.05056
Cremorne,52.0,-37.8301,144.9904
Sunshine North,130.0,-37.7712,144.8336
Keilor Park,222.0,-37.72224,144.85739
Chadstone,115.0,-37.8827,145.0942
Kensington,47.0,-37.7961,144.9261
Blackburn,110.0,-37.82876,145.13809
Fawkner,94.0,-37.7141,144.9677
Prahran,134.0,-37.8526,145.0071
Brunswick,51.0,-37.7597,144.9548
Hampton,209.0,-37.9401,145.0083
Craigieburn,114.0,-37.57467,144.92229
Oak Park,189.0,-37.72001,144.91683
Eltham,146.0,-37.72503,145.15142
Oakleigh,107.0,-37.8923,145.1013
Ringwood,162.0,-37.79638,145.24268
Keilor East,176.0,-37.7305,144.86863
Niddrie,151.0,-37.7418,144.8833
Brunswick,90.0,-37.7742,144.9542
Glen Waverley,164.0,-37.87738,145.18083
Alphington,126.0,-37.7753,145.0267
Thornbury,78.0,-37.763,145.0025
Brighton East,268.0,-37.9187,145.007
Malvern,117.0,-37.85189,145.03335
Elwood,54.0,-37.8831,144.9855
Kensington,106.0,-37.7953,144.9275
Doncaster,140.0,-37.7816,145.1066
Moonee Ponds,159.0,-37.7701,144.9172
Essendon,49.0,-37.7475,144.9194
Templestowe Lower,145.0,-37.7557,145.0957
Doncaster East,158.0,-37.79845,145.14881
Armadale,73.0,-37.8574,145.0174
Camberwell,164.0,-37.8379,145.0849
Coburg,100.0,-37.73864,144.96376
Bentleigh East,108.0,-37.9087,145.0689
Essendon,256.0,-37.7554,144.92351
Northcote,108.0,-37.7717,144.995
Ashburton,129.0,-37.87044,145.08609
Caulfield North,82.0,-37.8686,145.0239
Armadale,163.0,-37.8613,145.0264
Scoresby,151.0,-37.89628,145.22294
Thornbury,90.0,-37.75801,144.98758
Fawkner,119.0,-37.69895,144.97452
Hillside,201.0,-37.69011,144.7373
Brunswick West,85.0,-37.7607,144.9393
North Melbourne,73.0,-37.79999,144.94961
Canterbury,119.0,-37.8279,145.07403
Brunswick,64.0,-37.77002,144.97154
Collingwood,60.0,-37.8046,144.984
Clifton Hill,169.0,-37.7885,144.9994
South Yarra,73.0,-37.83613,144.99661
Greenvale,239.0,-37.6248,144.87612
Brunswick West,106.0,-37.75918,144.94829
Abbotsford,107.0,-37.806,144.9954
Yarraville,173.0,-37.8127,144.8965
Watsonia North,154.0,-37.69368,145.08811
Carlton,65.0,-37.7929,144.9705
South Morang,140.0,-37.63423,145.06856
St Kilda,57.0,-37.8668,144.9801
Rosanna,134.0,-37.7449,145.072
Doncaster,218.0,-37.78145,145.13598
Middle Park,80.0,-37.8527,144.9657
Ferntree Gully,118.0,-37.88523,145.28553
Altona,130.0,-37.86472,144.82929
Kew,237.0,-37.8034,145.0527
Coburg North,115.0,-37.72385,144.98324
Kealba,210.0,-37.73027,144.81655
Northcote,136.0,-37.77997,144.99876
Essendon,227.0,-37.7523,144.9052
Murrumbeena,125.0,-37.9033,145.0727
Brunswick,121.0,-37.7704,144.9695
Thornbury,166.0,-37.7579,145.0
South Yarra,82.0,-37.8454,144.9891
Bundoora,162.0,-37.68223,145.07818
Chadstone,160.0,-37.8805,145.105
Newport,108.0,-37.847,144.8788
Sunshine West,103.0,-37.7987,144.8196
Brunswick,192.0,-37.75996,144.96994
Elsternwick,165.0,-37.88148,145.00539
Thornbury,0.0,-37.76343,145.02096
Essendon,66.0,-37.7461,144.9079
Sunshine,125.0,-37.79017,144.83713
Newport,118.0,-37.84549,144.89199
Collingwood,70.0,-37.7974,144.9915
Strathmore,297.0,-37.7354,144.9128
Surrey Hills,120.0,-37.82372,145.09085
Jacana,105.23,-37.6822,144.9108
Preston,138.0,-37.7481,145.0017
Werribee,151.0,-37.89363,144.65693
Ashwood,130.0,-37.86173,145.11074
Avondale Heights,30.0,-37.75986,144.85886
Williamstown,111.0,-37.8663,144.8883
Clayton South,115.0,-37.93371,145.11219
Brighton East,131.0,-37.9143,145.0238
Richmond,104.0,-37.8128,145.0133
Thornbury,113.0,-37.75358,144.98534
Maribyrnong,88.0,-37.7732,144.8927
Kingsville,137.0,-37.80535,144.88297
Brighton East,225.0,-37.9186,145.0175
Surrey Hills,219.0,-37.8182,145.096
Airport West,129.0,-37.71757,144.88228
Tarneit,103.0,-37.86744,144.65609
Balwyn,101.76,-37.81192,145.07506
Hawthorn East,102.0,-37.8322,145.0486
Carnegie,56.0,-37.8881,145.0558
Maribyrnong,221.3,-37.7833,144.89717
Glenroy,143.0,-37.7047,144.9087
South Melbourne,232.0,-37.8377,144.9653
Ascot Vale,117.0,-37.7753,144.9116
Yallambie,232.0,-37.72,145.1014
Kensington,270.0,-37.7893,144.933
Toorak,205.0,-37.8375,145.0092
Malvern East,93.0,-37.87291,145.0451
Kew,114.0,-37.80495,145.04949
Southbank,79.0,-37.8273,144.9685
Sunshine,105.0,-37.7956,144.8292
Moonee Ponds,63.0,-37.7677,144.9221
Wantirna South,294.0,-37.88634,145.21601
Brunswick,108.0,-37.757,144.9697
Kealba,108.0,-37.73642,144.82851
Malvern East,134.0,-37.8689,145.06
North Melbourne,69.0,-37.8004,144.9544
Armadale,76.0,-37.8618,145.0183
Princes Hill,156.0,-37.7833,144.9681
Albion,140.0,-37.7801,144.8121
Spotswood,186.0,-37.82529,144.87296
Keilor East,175.0,-37.7398,144.8773
Williamstown,197.0,-37.8656,144.9039
Collingwood,49.0,-37.796,144.9911
Prahran,107.0,-37.8492,145.0019
Ashburton,180.0,-37.86,145.0817
Essendon,160.0,-37.7513,144.8925
Highett,183.0,-37.94633,145.04947
Burwood,174.0,-37.8494,145.1291
Truganina,173.0,-37.8376,144.71489
Brunswick,105.0,-37.7625,144.9653
Fitzroy,65.0,-37.79723,144.97686
Balwyn North,200.0,-37.7987,145.0788
Brunswick,133.0,-37.76699,144.96641
Bellfield,101.51,-37.7524,145.0393
Doncaster,128.0,-37.78278,145.10144
Elsternwick,108.0,-37.8832,145.0133
Northcote,73.0,-37.77018,144.99969
Brunswick West,180.0,-37.75845,144.93448
South Yarra,73.0,-37.8368,144.9857
Thomastown,104.0,-37.68053,145.03616
Elwood,79.0,-37.8752,144.9911
Seddon,72.0,-37.8084,144.8907
Pascoe Vale,151.0,-37.7231,144.9252
Fitzroy North,92.0,-37.7918,144.9824
Abbotsford,174.0,-37.8017,145.0001
Carlton,71.0,-37.793,144.9728
St Albans,134.0,-37.74207,144.81215
Thornbury,39.0,-37.75443,145.00919
South Morang,163.0,-37.63873,145.07805
Carnegie,275.0,-37.8869,145.0628
Yarraville,100.0,-37.8145,144.8804
Albion,146.0,-37.77824,144.81604
Wantirna South,191.0,-37.86887,145.22116
Coburg North,90.0,-37.732,144.9832
Bundoora,164.0,-37.69886,145.07974
Armadale,63.0,-37.85549,145.0163
Avondale Heights,143.0,-37.7632,144.8622
Dallas,94.0,-37.667,144.9366
Ripponlea,74.0,-37.8788,144.9974
West Footscray,96.0,-37.79256,144.86715
Richmond,100.0,-37.8185,144.9935
Brunswick,85.0,-37.7601,144.9581
Brighton,167.0,-37.911,144.9866
Hawthorn,133.0,-37.81886,145.04027
Glen Waverley,288.0,-37.8689,145.1546
Kensington,97.0,-37.7903,144.9345
Elsternwick,159.0,-37.8852,144.9997
Brunswick,196.8,-37.7723,144.9694
Gladstone Park,160.0,-37.68269,144.88601
Coburg North,108.0,-37.7201,144.9696
South Yarra,161.0,-37.8457,144.98871
Sunshine,117.0,-37.7842,144.843
Camberwell,172.0,-37.82901,145.06714
Moonee Ponds,141.0,-37.76389,144.9185
Donvale,173.0,-37.80047,145.21536
Fitzroy,52.0,-37.7974,144.9799
Mitcham,187.0,-37.81059,145.18975
Seddon,88.0,-37.80257,144.88811
Newport,130.0,-37.83674,144.86794
Hawthorn,82.0,-37.8142,145.0308
Brunswick,109.0,-37.75697,144.95543
Glen Waverley,195.0,-37.89877,145.15125
Footscray,50.0,-37.8006,144.881
Balwyn North,140.0,-37.79162,145.08315
Alphington,132.0,-37.77112,145.02893
Ascot Vale,110.0,-37.7765,144.9114
Mount Waverley,135.0,-37.8605,145.12853
Airport West,111.0,-37.72313,144.87527
Coburg North,145.0,-37.7205,144.9659
Williamstown,78.0,-37.8536,144.8981
Kingsville,105.0,-37.8046,144.8831
Thornbury,59.0,-37.7516,144.9871
Viewbank,217.0,-37.7308,145.0932
Hoppers Crossing,121.84,-37.87016,144.70606
Mulgrave,104.0,-37.93228,145.15827
Preston,129.0,-37.74975,144.99115
Williamstown,180.0,-37.8658,144.8857
Hoppers Crossing,118.0,-37.86045,144.68482
Pascoe Vale,84.0,-37.7283,144.9331
Altona North,118.0,-37.838,144.8555
Richmond,145.0,-37.82467,145.0127
South Melbourne,163.0,-37.8333,144.9576
Hawthorn East,60.0,-37.8339,145.0548
Balwyn,166.0,-37.8074,145.0826
Jacana,181.0,-37.6876,144.91167
Mitcham,160.0,-37.81235,145.19756
Hadfield,2.0,-37.714,144.939
Burwood,188.0,-37.84533,145.12764
Keilor East,141.0,-37.7311,144.8663
Craigieburn,222.0,-37.5729,144.93663
Kingsville,86.0,-37.80857,144.87682
Burwood East,120.0,-37.848,145.14165
Kensington,80.0,-37.7899,144.9231
Hawthorn East,90.0,-37.8437,145.0536
Eltham,240.0,-37.6956,145.1609
Pascoe Vale,118.0,-37.71907,144.93828
Thornbury,90.0,-37.76126,145.00247
Essendon,114.0,-37.7571,144.9335
Port Melbourne,131.0,-37.8346,144.9448
Kensington,127.0,-37.7922,144.9316
Hawthorn East,203.0,-37.825,145.0536
North Melbourne,139.0,-37.8014,144.949
Roxburgh Park,141.0,-37.63382,144.92774
Thornbury,124.0,-37.75879,144.99196
Brunswick East,122.0,-37.7729,144.9722
Croydon,228.0,-37.80718,145.28581
Richmond,63.7,-37.817,145.0058
Point Cook,193.0,-37.88231,144.72006
Malvern East,123.0,-37.87241,145.05103
North Melbourne,0.0,-37.7953,144.9437
Niddrie,178.74,-37.74266,144.88577
Melbourne,41.0,-37.8122,144.9582
Gladstone Park,126.0,-37.70147,144.89095
Brunswick,54.0,-37.7775,144.9607
Ascot Vale,101.0,-37.77202,144.90731
Diamond Creek,170.0,-37.67456,145.16981
Sunshine West,108.0,-37.79482,144.79027
Balwyn,164.0,-37.8125,145.0849
Croydon North,208.0,-37.76402,145.27346
South Kingsville,92.0,-37.8268,144.8675
Mill Park,184.0,-37.67348,145.06982
Brighton East,0.0,-37.92698,145.02673
Northcote,100.0,-37.77396,145.0081
Albanvale,149.0,-37.744,144.7672
Sunshine North,140.0,-37.77426,144.83497
Malvern East,165.0,-37.8799,145.0738
Mount Waverley,3.0,-37.85991,145.14523
Templestowe Lower,138.0,-37.76291,145.11352
Richmond,103.0,-37.8106,144.994
Craigieburn,155.0,-37.59784,144.90001
Kew East,202.0,-37.79437,145.03984
Moorabbin,218.0,-37.9394,145.0408
Williamstown,139.0,-37.8592,144.888
Brighton,74.0,-37.9042,144.9954
Maribyrnong,79.0,-37.7853,144.8999
Kew,130.0,-37.8021,145.0391
Viewbank,143.0,-37.7396,145.0884
Ivanhoe East,165.0,-37.772,145.0538
Ascot Vale,87.0,-37.7774,144.9186
Craigieburn,140.0,-37.58961,144.92845
Newport,144.0,-37.8414,144.892
Glen Iris,193.0,-37.8547,145.0771
Elsternwick,189.0,-37.87979,145.01267
Craigieburn,0.0,-37.608,144.9253
Surrey Hills,185.0,-37.8171,145.0934
Brunswick West,65.0,-37.7606,144.9443
Malvern East,254.0,-37.8707,145.0482
Seddon,211.0,-37.8033,144.8897
Aberfeldie,161.0,-37.7595,144.8993
Greenvale,298.21,-37.61424,144.88705
Essendon,142.0,-37.7418,144.8918
Ormond,162.0,-37.9065,145.0461
Brunswick,66.0,-37.7775,144.9607
Kew East,265.0,-37.79246,145.04236
Glenroy,152.0,-37.6979,144.941
Moonee Ponds,95.0,-37.773,144.9335
Ashburton,104.0,-37.872,145.0692
Watsonia,96.0,-37.7165,145.0759
Preston,180.0,-37.7318,145.0192
Eltham,214.0,-37.70872,145.16102
Carnegie,166.0,-37.8876,145.0502
Templestowe Lower,240.0,-37.75763,145.09974
Prahran,263.5,-37.84961,145.00248
Murrumbeena,163.0,-37.8991,145.0686
Ashburton,164.0,-37.8636,145.0903
Clifton Hill,170.0,-37.7933,144.9938
Essendon North,152.0,-37.7384,144.90485
Mill Park,25.0,-37.67692,145.05234
Brunswick East,122.0,-37.76292,144.97975
Kew,115.0,-37.8087,145.0452
Viewbank,155.0,-37.73966,145.08748
Sunshine West,215.0,-37.7904,144.7999
Kew,127.0,-37.8023,145.0404
Diamond Creek,235.0,-37.68001,145.16
Kingsville,122.0,-37.81196,144.88209
Kew,157.0,-37.79757,145.04323
Brunswick West,160.0,-37.7606,144.9499
Cheltenham,144.0,-37.96066,145.04109
Maribyrnong,108.0,-37.77172,144.89296
Chadstone,97.0,-37.8792,145.0948
Taylors Hill,128.0,-37.71202,144.75072
Ferntree Gully,225.0,-37.89109,145.26128
Newport,126.7,-37.85134,144.88636
South Yarra,73.0,-37.84712,144.99967
Oakleigh South,129.0,-37.9377,145.0856
Burwood,103.0,-37.8544,145.1114
Lalor,140.0,-37.66044,145.00534
Windsor,89.0,-37.8525,144.9881
Pascoe Vale,129.0,-37.7243,144.9473
Keilor East,123.0,-37.7435,144.8798
Brunswick,212.0,-37.775,144.9513
Glenroy,107.4,-37.6972,144.941
Footscray,92.0,-37.7909,144.8884
Ashburton,190.0,-37.87036,145.08471
Mill Park,120.0,-37.67642,145.05668
Bundoora,142.0,-37.69667,145.05403
Maribyrnong,160.0,-37.7853,144.8972
Ferntree Gully,145.0,-37.89555,145.27625
Surrey Hills,195.0,-37.8323,145.105
West Footscray,75.0,-37.7952,144.8749
Craigieburn,138.0,-37.58131,144.93038
Craigieburn,136.0,-37.5821,144.90751
